Platform,Year_of_Release,User_Score
XB,2005,6.6
WiiU,2013,7.4
3DS,2014,
DS,2011,8.8
PS,1997,
PS,1998,
WiiU,2014,3.6
XOne,2014,
PC,2010,5.2
PSP,2007,8.6
X360,2008,7.2
DS,2009,
PS2,2003,
PS2,2009,
DS,2007,
X360,2009,7
SAT,1995,
PS4,2015,7.1
PS,2001,3.8
XB,2005,8.6
3DS,2013,3.6
GBA,2005,
PS,1999,
DS,2011,
PS4,2015,3.3
DS,2009,tbd
Wii,2007,
X360,2010,6
Wii,2008,
N64,1998,
N64,1999,
N64,1998,
N64,1999,
N64,2001,
N64,1997,
DS,2006,0.3
PSP,2007,8.1
PSP,2005,8.3
PS2,2007,
DS,2007,tbd
XB,,6.8
PS3,2010,1.7
GBA,2002,9
PS3,2008,5.6
Wii,2011,8
2600,1982,
PS2,2005,
X360,2006,
PS2,2008,tbd
Wii,2009,2.1
X360,2005,7.4
SAT,1997,
DS,2010,tbd
X360,2011,6
PS,1998,
XB,2004,7.4
PS,1997,
Wii,2008,tbd
GC,2002,6.6
PSP,2012,
3DS,2012,
DS,2010,8.9
PS3,2009,
PS,1998,
X360,2012,6.9
PS2,2002,8.5
DS,2010,
PS2,2001,6.5
PS,1998,
Wii,2009,7.8
PS2,2001,tbd
2600,,
SNES,1993,
Wii,2008,
2600,1981,
PS,1999,
PS2,2002,6.1
Wii,2008,tbd
DS,2009,
X360,2010,6
PS,1999,
DS,2006,tbd
XB,2002,2.4
PS,2000,
GBA,2001,
PS,2000,7.2
PS3,2014,5.3
PS4,2015,
PS2,2002,7.8
SNES,1996,
SNES,1994,
PS2,2000,5.8
PSP,2007,6.2
DS,2005,7.8
GBA,2005,7.3
XB,2003,8.3
GBA,2002,8.9
GB,1995,
DS,2007,8.4
SAT,1996,
PS,1998,
PSP,2005,
GBA,2003,7.5
PS3,2009,4.5
PS,2000,
X360,2011,4.1
PS3,2013,8.3
PS3,2012,
DS,2006,
PC,2012,6.6
PS,1995,
3DS,2016,6.8
PS2,2005,tbd
GC,2002,7.9
GBA,2005,tbd
PS2,2003,8.2
DS,2009,
GBA,2005,3.8
PS2,2005,8.5
SAT,1995,
XOne,2016,8.5
GBA,2006,
DS,2007,
PS,1997,
DS,2010,
PS4,2016,7.3
PSP,2006,
PS2,2006,8.2
PS,,tbd
NES,1990,
DS,2005,
PS3,2011,8.2
X360,2014,6.6
PS2,2007,
PSV,2014,7.7
SAT,1994,
3DS,2011,5.5
X360,2009,7
DS,2007,tbd
PSP,2011,
PS2,2002,8.9
DS,2008,
SNES,1994,
PS2,2001,tbd
X360,2013,6.6
3DS,,
N64,1999,
N64,1999,
GBA,2003,5.9
DS,2006,
X360,2007,5.8
X360,2011,7.5
DS,2009,tbd
PS,1997,
PS2,2000,8.2
GBA,2003,
SNES,1997,
3DS,2011,7.3
PSV,2012,7.3
PS,2000,5.3
GC,,8.2
PS3,2007,7.9
PS2,2003,8.6
PS2,2000,5.3
SAT,1996,
PS4,2014,
Wii,2008,8.9
X360,2007,7.4
PSP,2010,7.5
PSV,2016,
SNES,1995,
PS,1996,
X360,2008,7.7
PS2,2004,6.1
PSV,2014,7.6
DS,2009,tbd
SNES,1995,
PS2,2005,8
Wii,2010,
PS2,2006,8
Wii,2008,
GBA,2003,
DS,2007,
GBA,2004,tbd
GBA,2002,tbd
DS,2007,
PS,1997,
DS,2009,tbd
GB,1999,
PS3,2012,7
GC,2004,tbd
PS2,2004,9.5
DS,2011,tbd
Wii,2010,tbd
XB,2003,8.4
PSP,2006,7
PC,2006,8.3
XOne,2016,7
PSV,2011,5.5
PSP,2007,7.4
XB,2003,4.4
X360,2006,
GC,2002,
DS,,6.5
DS,2010,9
PS3,2012,7.3
2600,1986,
DS,2020,tbd
X360,2007,6.8
PS2,2002,8.6
Wii,2009,8.7
X360,2007,6.3
X360,2009,5.8
PS3,2009,tbd
DS,2010,8
PC,2004,8.8
DS,2010,tbd
GBA,2003,8.2
X360,2010,5.4
GBA,2002,
SAT,1995,
XB,2002,6.9
PS,1999,
Wii,2010,5.2
X360,2009,8.4
PS2,2002,tbd
3DS,2013,
PSV,2014,5.6
PSP,2010,
PS2,2009,7
GC,2005,8.4
DS,2006,tbd
PS2,2000,7.7
PS,1998,
PSP,2006,9
PS,2000,
PSP,2010,9
DS,2008,7.3
X360,2011,
X360,2009,6.8
PSV,2012,6.4
X360,2005,5.6
Wii,2010,7.6
SAT,1996,
PC,2005,8.5
PS,2000,
PS,1997,
PS2,2008,
PS3,2010,6
PSV,2011,7.7
Wii,2009,8.8
PS2,2006,
SNES,1994,
PS3,2009,7.3
GC,2002,
DS,2009,tbd
2600,1983,
X360,2010,8.3
DS,2008,5.4
XB,2005,8.1
PS4,2015,5.7
PS4,2016,6.6
GBA,2003,
DS,2009,tbd
PS3,2009,7.1
PS2,2004,8.5
X360,2009,8.2
PS2,2005,7.3
2600,1981,
DS,2010,tbd
PSP,2008,8.2
PS2,2001,
N64,1999,
N64,1999,
N64,1997,
N64,1998,
N64,1998,
N64,1999,
N64,1999,
N64,1999,
PS3,2007,
GBA,2003,8
PS2,2009,tbd
DS,2007,tbd
Wii,2008,8.8
PS3,2015,6.8
PS2,2005,8.4
Wii,2007,7.7
GC,2004,7.8
DS,2005,8.1
PSP,2005,8.2
GC,,7
Wii,2012,
PSV,2013,
PC,2014,6.2
XB,2007,6
PS,1996,
Wii,2007,8
PS3,2012,7.8
XB,2003,7.4
3DS,2012,3.7
PSP,2010,7.2
XB,2005,
PS,1996,
Wii,2009,8.5
Wii,2010,tbd
X360,2008,6.8
SNES,1991,
Wii,2011,tbd
3DS,2014,6.3
PS2,2002,5.1
Wii,2007,8.4
DS,2007,tbd
DC,2002,
PS2,2005,7.3
PS2,2002,8.1
PS3,2011,5.5
PS,2000,
Wii,2010,tbd
PS3,2013,3.6
XOne,2014,5.4
PC,2003,8.7
X360,2012,
Wii,2007,6.2
3DS,2013,
Wii,2009,
PS2,2007,tbd
PS,2000,tbd
PS4,2015,8.1
PS2,2004,
PS,1996,
Wii,2010,8.8
PS2,2003,8.6
DS,2008,
PSP,2008,7.5
DS,2004,8.1
PS2,2004,8.9
PS,1999,
PS2,2006,
DS,2008,tbd
PS,1999,
SNES,1992,
DS,2008,
3DS,2012,
Wii,2009,6.5
Wii,2008,tbd
GC,2004,8.3
X360,2007,5.2
DS,2011,
PC,2011,3.7
XB,2003,9
PS,1996,
PS3,2010,7.9
WiiU,2013,7.7
GBA,2001,5.7
GBA,2003,8.1
DS,2008,tbd
PS4,2016,
PS2,2003,8.3
PS2,2008,tbd
PS,1997,
PS3,2012,7.9
DS,2005,
GBA,2003,tbd
GBA,2005,8.2
SNES,1995,
X360,2015,4.1
SNES,1994,
PS,2000,
PC,2014,4.2
XB,2005,8.2
PS2,2001,8.8
Wii,2006,8.5
PS2,,6.9
XB,2002,8
GBA,2006,
GBA,2001,tbd
PS2,2003,6.2
PS2,2003,
DS,2010,
PS3,2007,4.8
GC,2003,9
WS,1999,
PS3,2013,8.4
GBA,2005,
PS4,2015,
XB,2005,7.5
SAT,1995,
GBA,2004,
GBA,2006,8.4
PSV,2012,5.6
2600,1982,
DS,2008,tbd
PS2,2004,8.5
N64,1999,
X360,2009,8.4
DS,2007,tbd
X360,2012,4.8
DS,2007,tbd
PS,2002,
DS,2010,tbd
PS3,2007,7.9
X360,2009,7.4
X360,2006,7
PS2,2003,7.6
XB,,8.2
XB,2003,8.5
GB,1991,
Wii,2009,7.5
Wii,2007,6.7
GBA,2002,
NES,1991,
PSP,2011,
PS2,2002,
PS2,2007,6.6
GB,1991,
PSP,2006,8
SNES,1991,
PS2,2008,tbd
GBA,2002,
PS2,2006,tbd
X360,2011,6.1
X360,2011,6.7
PS2,2002,
DS,2007,7
DS,2009,7.3
PS2,2007,7.8
XB,2003,
PS2,2003,7.8
DS,2010,
PSP,2007,7.2
DS,2010,
GBA,2001,tbd
PS2,2006,6.9
3DS,2016,
Wii,2010,tbd
DS,2004,
DS,2006,8.3
PS2,2004,4.7
GBA,2002,tbd
Wii,2009,5.2
PS,1998,8.6
PS3,2010,5.9
PS2,2006,7.5
PS4,2015,
PS2,2002,8.9
SNES,1995,
PS3,2011,7.5
PS3,2010,6.7
Wii,2010,tbd
DS,2007,
XB,2004,7.8
GC,,tbd
PS,1995,
X360,2014,8.2
Wii,2010,
GBA,2003,tbd
PSP,2008,7.5
3DS,2012,tbd
X360,2011,tbd
SNES,1992,
GC,2004,tbd
XB,2001,8.3
PS3,2014,6.4
WiiU,2014,7.1
3DS,2014,3.4
PS2,2007,
PS2,2001,5.8
PS2,2002,8.4
X360,2009,7.3
X360,2010,6.6
GC,,6.3
PS3,2009,7.1
PS3,2011,6.5
DS,2007,
X360,2014,
PS2,2000,tbd
PS2,2001,4.9
DS,2006,tbd
SAT,1997,
PS4,2016,
X360,2011,3.9
Wii,2009,tbd
PS,1998,
PS2,2008,
XB,2005,tbd
Wii,2011,tbd
X360,2007,7.6
PS2,2009,7.5
X360,2013,5.6
SNES,1992,
SAT,1994,
PS2,2003,8.5
DS,2006,
GC,2003,
PS,1998,
GC,2001,7.7
PS3,2014,7.3
DS,2011,tbd
PS,1998,
PS2,2008,tbd
XB,2005,7.8
PS2,2003,7.7
PS2,2008,tbd
Wii,2006,5.8
GBA,2001,
GBA,2003,9.1
PS2,2002,7
DS,2009,8.7
SAT,1996,
PS,1997,
PS3,2013,6.7
GB,2000,
3DS,2012,
SNES,1995,
X360,2006,
PSP,2011,7.2
Wii,2009,8.3
3DS,2016,
PS2,2007,tbd
DS,2007,
PS2,2000,tbd
2600,1982,
XB,2003,6.5
PS3,2009,4.7
PS,1996,
GC,2004,5.8
GBA,,
DS,2006,6.4
GBA,2002,tbd
PS,1998,
PS,1997,
GBA,2001,
PS3,2008,8.1
PSP,2011,5
PS2,2004,
PS,2001,
XB,2001,8.7
2600,,
X360,2013,5.8
PS2,2009,tbd
PS,2000,6
Wii,2011,3.6
PS,1997,
PS,2000,
WiiU,2013,
PS,2001,8.1
PC,2014,5.9
PC,2012,8
X360,2008,5.1
X360,2011,7.5
Wii,2008,5.4
PS3,2015,5.1
2600,1984,
PS2,2004,7.2
PS,1996,
PSP,2009,
PSP,2006,
PS2,2002,8.5
PS,2000,tbd
DS,2010,tbd
GC,2003,9
SNES,1993,
SNES,1994,
X360,2010,5.9
PSV,,7.6
PS2,2004,8.6
GBA,2002,tbd
DS,2010,tbd
PSP,2007,7.8
PSP,2010,tbd
2600,,
2600,1980,
PS2,2009,tbd
Wii,2010,tbd
XB,2004,9.1
DS,2005,7.1
GB,1996,
X360,2012,5.7
WiiU,2012,5.4
GBA,2006,tbd
PS2,2001,tbd
PS4,2014,
PS3,2014,
GC,2005,tbd
X360,2006,5.3
PC,2004,5
GC,2002,8.7
GBA,2002,7.5
GBA,2002,
GB,2000,
PS2,2004,8.4
XB,2005,5.9
PS2,2004,8.5
XOne,2015,4.3
X360,2008,6.8
XB,2001,8.8
XOne,2014,6.8
X360,2013,6.6
PSP,2006,tbd
N64,1998,
N64,1998,
N64,1999,
N64,1999,
N64,1997,
PS2,2005,8.3
3DS,2012,
Wii,2008,
3DS,2012,
PS3,2011,3.7
PS2,2007,8
Wii,2010,6.5
PS2,2007,6.4
DS,2010,tbd
X360,,7.5
Wii,2010,5.8
XB,2005,6.6
GBA,2001,tbd
PS3,2010,8.5
X360,2011,tbd
PS2,2000,6
WiiU,2012,
3DS,2013,6.8
SNES,1995,
PS3,2011,8.1
PC,2010,8.1
DS,2007,
PS3,2016,5.5
PS3,,6.6
SNES,1994,
GBA,2001,
GC,2003,9
PS2,2001,
XB,2002,tbd
PS,1999,
Wii,2007,
Wii,2010,
X360,2009,tbd
DS,2010,
GBA,2005,
PSP,2006,tbd
PSP,2012,tbd
PS,1999,
PS2,2002,7
PS2,2010,
DS,2010,tbd
PS,1998,
GC,2006,7.3
DS,2009,tbd
3DS,2014,7.6
Wii,2010,tbd
PC,2011,7.7
X360,2007,8.4
PS2,2003,
PS2,2003,8.9
PS,1995,
PS,2000,tbd
Wii,2011,tbd
XB,2002,7.9
DS,2011,tbd
X360,2009,5.6
PS,1996,
PS,1998,
SNES,1995,
PS2,2005,8.3
DS,2008,tbd
X360,2010,7
PS2,2004,8.3
PS3,2010,
DS,2007,tbd
X360,2007,tbd
X360,2011,7.4
PS2,2007,7
DS,2008,
Wii,2008,7.2
DS,2007,tbd
PS3,2010,
GBA,2003,tbd
PS3,2006,6.3
X360,2011,5.7
DS,2008,6.7
Wii,2009,tbd
DS,2005,6.1
PS2,2006,
X360,2009,7.3
Wii,2008,
GBA,2004,
XB,2003,8.2
PS,1997,
DS,2010,
PS2,2002,8.4
PS3,2012,6.4
X360,2007,6.8
GBA,2002,
DS,2007,7
X360,2010,8.2
DS,2010,
PS3,2013,
DC,1998,
PS4,2016,8.5
PS3,2010,
PS2,2001,7.3
X360,2008,6.4
XB,2002,8.5
PS,1999,
3DS,2013,
PS,1996,
DS,2010,5.6
PS,1996,
DS,2010,tbd
PS2,2007,tbd
PS2,2008,8.3
DS,2008,7.4
X360,2006,6.2
DS,2009,8.8
Wii,2013,2.8
PS,1997,
DS,2009,
PSP,2005,
DS,2007,
PS4,2015,8.1
PS2,2006,7.5
DS,2008,8.9
GEN,1994,
GBA,2002,
PS3,2008,6.8
X360,2010,8.2
DS,2009,tbd
DS,2007,
PS2,2008,tbd
Wii,2010,tbd
3DS,2013,
PS2,2004,6.6
PS4,2015,
PS3,2011,5.7
PC,2015,
PS2,2007,8.4
PS3,2013,
Wii,2010,tbd
GBA,2002,tbd
PSP,2010,8.6
3DS,2013,8.2
PS2,2006,
GBA,2002,
GBA,2006,7.2
GBA,2005,8.3
PS,2000,tbd
GC,2002,7.6
PSP,,tbd
PS2,2002,
DS,2011,
PS3,2011,7.8
Wii,2007,5
DS,2009,
PSP,2006,6.6
X360,2012,3.5
PS3,2011,
Wii,2009,4.5
GBA,2006,
XOne,2016,5.5
GBA,2003,
X360,2007,7.1
GBA,2004,
PS2,2002,9
XOne,2015,5.8
PSP,2009,6.9
PS,1999,8.9
Wii,2011,7.9
PS3,2014,
PSP,2009,
PSP,2008,
PSP,2009,
N64,1999,
N64,1996,
N64,2000,
N64,1999,
PS2,2007,5
PS2,2004,8.7
Wii,2009,tbd
PS2,2002,6.7
GBA,2002,tbd
PS3,2014,
DS,2008,tbd
Wii,2009,tbd
XB,2003,8.4
GC,2001,5.8
2600,1981,
PS2,2009,tbd
Wii,2008,tbd
DS,2007,
XB,2003,
Wii,2009,tbd
PS,2000,
PS3,2008,7.9
PS2,2001,8.4
GC,2003,7.4
PS3,2014,8
GBA,2004,
Wii,2009,tbd
Wii,2009,8.6
PS2,2005,
GBA,2003,tbd
SAT,1997,
GBA,2004,
XB,2005,9.1
PS2,2004,6.9
PS,1998,
PS3,2012,6.6
DS,2008,tbd
PS4,2016,6.8
SAT,1996,
Wii,2009,tbd
Wii,2009,tbd
PS2,2002,9
DS,2011,
XB,2005,
X360,2013,7.4
X360,2010,6.6
PS,1998,
PS3,2012,8.4
GC,2004,
X360,2013,6.2
PS3,2013,8.5
GBA,2002,
PS3,2007,6.5
PS,1999,
SNES,1999,
DS,2006,8.4
2600,1987,
X360,2008,7.1
X360,2005,7.5
SAT,1997,
DS,2005,7.6
PS2,2007,
GBA,2002,tbd
PC,2008,8.4
GC,2002,
XB,2002,8.1
PS2,2004,8.1
PS2,2009,
PS,1999,
PS2,2003,7.8
GBA,2002,
DS,2008,3.6
GBA,2002,8.2
PS2,2001,6
SAT,1996,
DS,2010,tbd
DS,2006,8.6
XB,2004,7.9
DS,2004,7.7
GC,2004,8.5
DS,2004,8.4
GBA,2001,7.4
XB,2003,8.8
PC,2006,8.1
PS,1998,
SAT,1998,
DS,2005,7.9
PS2,2006,8.6
Wii,2010,tbd
DS,2007,tbd
PSP,2007,
PS,1999,
PS3,2015,3.7
PS2,2009,8.3
GC,2002,8.5
PSP,2007,7.2
PSP,2005,
PS2,2000,4.6
SNES,1991,
GBA,2006,tbd
DS,2006,
XOne,2015,
X360,2008,7.8
XB,2005,tbd
PS3,2008,7.5
X360,2012,5.2
SAT,1994,
GB,2000,
GC,2006,8.6
3DS,2011,tbd
DS,2007,tbd
PS2,2003,tbd
XB,2002,tbd
PS,1998,
GBA,2002,
PSP,2010,
Wii,2009,tbd
PS,1994,
XB,2001,
PS,1999,
PC,2010,3.5
XB,2003,7.7
PS,2000,
Wii,2009,5.6
PS2,,7.3
GBA,2004,
PS3,2007,6.9
3DS,2014,tbd
PS3,2014,6.8
3DS,2015,7.1
PS3,2007,6.4
PS,1996,8.7
PC,2011,7.5
PS,2001,6.3
PS2,2008,
X360,2006,6.7
PS3,,
DS,2011,tbd
PS4,2016,7.1
PS3,2011,6.2
XB,2004,8
GBA,2001,
Wii,2010,tbd
DS,2009,tbd
GC,2005,7.9
GC,2003,8.7
X360,2007,8.2
GBA,2001,tbd
PS3,2009,tbd
PS2,2002,8.5
WS,2001,
PS3,2010,3.8
PS,1997,
XB,2005,8.4
GBA,2004,tbd
DS,2008,7
PC,2015,5.9
Wii,2010,3
XB,2004,tbd
PS,2000,7.4
DS,2007,tbd
XB,2003,8.3
PS3,2009,6.5
NG,1994,
DS,2009,
X360,2009,
DS,2010,6.6
X360,2007,7.3
X360,2006,6.1
N64,1998,
N64,1997,
N64,1997,
N64,1997,
N64,1998,
N64,1997,
N64,1999,
N64,1999,
N64,1999,
PS3,2014,8.6
DS,2009,tbd
Wii,2008,tbd
X360,2008,tbd
PC,2013,3.3
PS2,2008,6.8
GC,2003,8.5
PS2,2005,
PS,1996,
XB,2005,7.1
Wii,2008,6.9
PS,1998,
PS3,2013,6.7
PS2,2003,8.7
Wii,2007,6.2
SAT,1998,
PSP,2009,7.8
X360,2006,7.5
SAT,1998,
Wii,2007,
X360,2008,6.4
WiiU,2015,
DS,2009,tbd
PS3,2015,
PS2,2005,7.4
PS,1995,
GBA,2002,
GBA,2002,
X360,2011,
X360,2008,7.1
PS,1998,
X360,2011,6.8
DS,2006,
PS2,2002,
Wii,2011,
PC,2011,7.9
PS2,2008,5.4
2600,1982,
XB,2005,7.4
PS,1999,6.6
Wii,2009,tbd
PS,2000,
PS2,2006,7.5
Wii,2008,tbd
PS2,2001,
DS,2009,tbd
GC,2005,7.9
PS2,2007,tbd
X360,2007,7.2
X360,2009,6
PS,1999,
Wii,2009,
PSP,2008,
PS3,2008,6.1
DS,2009,6.8
Wii,2009,6.1
PSP,2009,7.1
PS,1996,
PS,1996,
GC,2002,tbd
Wii,2010,
PS3,2007,4.7
PS2,2004,8
PS3,2009,7.7
PSP,2009,tbd
PS,1997,
PS3,2014,5.9
PSP,2008,
GC,2005,6.2
GBA,2002,tbd
PS3,2010,6.3
PS3,2010,4.9
X360,2012,5
X360,2012,4.4
GBA,2005,
PC,2016,7.3
PS4,2014,
Wii,2010,tbd
PS4,2015,6.3
GC,2002,7.4
XOne,2015,5.3
DS,2011,tbd
GBA,2004,tbd
GBA,2004,
PS2,2008,
PSV,2013,8.2
PS2,2005,7
DS,2008,
PS2,2006,8
GBA,2005,7.9
PC,2012,7
3DS,2015,8.7
Wii,2010,8.6
PS,2001,
XOne,2014,7.1
PS2,,8.8
DS,2006,tbd
X360,2006,6.2
DS,2011,
PS4,2014,6.5
PS3,2010,8.6
3DS,2013,6.4
PS3,2010,tbd
PS,1995,
PS,1996,
X360,2009,7.8
PS,1997,
PS,2000,7.3
PSP,2005,7.9
XOne,2015,5.5
PSV,2012,8.8
PS2,2002,4.8
PS,1999,
PS2,2003,
XB,2004,
PS,1995,
PS2,2003,7.6
PS4,2014,8.1
3DS,2011,7.8
PS2,2006,
PSP,2011,
PS2,2005,9.1
PSV,2011,7.5
PS3,2011,
GC,2005,8.9
DS,2009,tbd
XB,2002,8.6
GBA,2005,5
PS,1997,
PS3,2008,5.5
PS,1997,
X360,2008,
PC,2011,5.5
XB,2003,8.6
DS,2010,6.9
PS3,2009,7.4
PSP,2009,4.2
XB,2003,5.1
PS2,2005,7.7
XB,2003,8
PC,,8
PSP,2009,7.7
GC,2005,8.3
Wii,2007,6.2
PS2,2003,
PSP,2010,
GC,2001,7.7
3DS,2015,
X360,2011,8
PS2,2006,
PC,2015,7.3
XB,2001,8.5
GBA,2004,
DS,2008,
XB,2005,6.1
PS3,2011,tbd
PS3,2008,5.3
PSP,2005,7.1
PS2,2003,
Wii,2009,tbd
GBA,2005,
PS2,2005,9.1
PS2,2007,5.9
X360,2012,6.5
GC,2004,9.2
PS2,2008,
2600,1981,
N64,2000,
N64,2000,
N64,1999,
N64,1999,
N64,2000,
N64,1999,
DS,2006,7.4
PS2,2002,8
PS3,2009,
XOne,2016,4
XB,2003,tbd
PS,1998,
X360,2009,5.2
GC,2005,4
3DS,2014,
GBA,2005,5.4
PS3,,7.7
PC,2010,8.1
GBA,2004,
PS,1998,
DS,2009,tbd
PS2,2003,
X360,2015,6.7
PSP,2006,6.3
XB,2003,
PS4,2016,8.1
3DS,2013,
PS2,2008,tbd
DS,2008,tbd
X360,2011,6.1
2600,1980,
SNES,1996,
3DS,2015,7.9
XOne,2013,6.2
DS,2007,7
Wii,2008,8.6
XB,2001,6.2
DS,2007,tbd
PS,2002,
DS,2008,tbd
GBA,2004,7.1
DS,2008,7.4
GBA,2004,
PS3,2013,
X360,2011,5.2
Wii,2008,8.2
XOne,2016,8.3
PS2,2003,3.9
Wii,2010,7.7
PS,1998,
PSP,2007,5.7
PS2,2004,9.1
PS3,2011,4.8
PSP,2007,7.9
PSP,,
PS3,2007,6.6
PSP,2005,7.8
Wii,2011,tbd
PS,1995,
PS,2000,
PSP,2010,tbd
DS,2008,tbd
PS,2000,8
X360,2009,7.3
PS3,2012,7.4
XB,2006,8.4
PS4,2013,2.7
X360,2009,4.7
GBA,2003,
PS3,2012,5.5
PSP,2013,
WiiU,2016,6.8
Wii,2008,5.4
X360,2011,5
PS,1998,
X360,2009,tbd
2600,1988,
2600,1981,
X360,2011,tbd
X360,2013,4.3
X360,2006,
Wii,2007,
PC,2011,7.3
PS3,2011,tbd
PS3,2010,7.5
PSP,2009,tbd
DS,2009,tbd
Wii,2010,tbd
X360,2009,6.2
PS3,2010,5.4
PS2,2007,8.2
Wii,2009,8.1
X360,2009,6.4
PS3,2012,8.4
PC,2011,6.8
PS3,2009,8.2
DS,2006,7.5
PS2,2004,7
PS2,2003,
DS,2009,tbd
3DS,2015,
DS,2010,
Wii,2010,8.1
DS,2009,6.5
PS2,2006,
PS,1998,
PSV,2016,
Wii,2009,
GBA,2003,
PS2,,
PS4,2014,5.6
XB,2003,9.1
XB,2002,9.1
PSP,2009,tbd
XB,2005,5.8
DS,2010,
DS,2008,7.9
DS,2005,6
X360,2007,6.2
DC,1999,
DS,2008,
PS3,2011,tbd
DS,2008,tbd
DS,2009,
XB,2002,8.8
PS2,2004,9.1
XB,2003,
PS3,2013,7.5
PSV,2012,8
PSV,2013,7.5
PS2,2001,3.4
PS2,2002,7.2
X360,2009,tbd
DS,2011,
PS2,2006,
PS3,2008,6.5
PS2,2005,
DS,2005,7.5
N64,2000,
GC,2002,7.8
GC,2003,8.7
X360,2011,6.2
PS2,2003,7
GB,1997,
X360,2012,6.4
XB,2005,8
PS2,2002,tbd
X360,2014,
PS,1998,7.8
SAT,1995,
PC,2016,7.1
SAT,1996,
GC,2002,tbd
DS,2008,tbd
Wii,,6.2
Wii,2007,
PS3,2008,7.2
PS,2001,
Wii,2010,7.8
PS,2000,tbd
PS3,2009,tbd
X360,2011,
GBA,2005,
PS2,,8.8
WiiU,2013,
PS,1998,
Wii,2007,5.1
DS,2010,tbd
DS,2010,tbd
Wii,2009,
GBA,2005,tbd
PS3,2008,6.8
NG,1994,
Wii,2010,tbd
PS,1996,
X360,2005,8.6
PS3,2007,5
PS2,2010,tbd
Wii,2008,
3DS,2011,tbd
XB,2004,7.7
PS3,2012,5.2
X360,2009,5.7
PS2,2001,5.8
GBA,2002,
PS3,2012,
WiiU,2012,5.6
PSP,2012,
GB,1992,
PS2,2003,
PS3,2009,
PS2,2007,tbd
PS3,2011,5.2
PC,2015,6.9
PSP,2005,
DS,2008,
PS2,2005,8.3
PSP,2009,
PS,1997,
GBA,2007,
PSP,2009,
DS,2008,
PS2,2003,6.3
GBA,2004,
Wii,2010,6.8
Wii,2008,5.5
SNES,1996,
XB,2003,8.2
Wii,2009,tbd
PSP,2011,tbd
XB,2003,6.5
PS2,2007,tbd
Wii,2008,
DS,2006,7.8
DS,2007,tbd
DS,2005,
PS2,2006,7.1
3DS,2011,7.4
PS,1997,9
PS3,2010,
Wii,2007,8.4
WiiU,2012,6.7
PS2,2008,8.4
SNES,1991,
PS,1998,
PS,1999,
PS4,2015,7.5
3DS,2011,
PS3,2009,3.4
PS2,2003,6.2
PS2,2003,8.5
GC,2002,8
PS,1995,
PS4,2016,
DS,2008,tbd
PSP,2005,8.1
PS,1997,
PSP,2006,8.2
XB,2004,
PSV,2014,8.6
XOne,2015,
Wii,2010,tbd
PS2,2006,
PSP,2005,8.1
PSP,2008,tbd
Wii,2007,
PS3,2011,7.9
PSP,2009,8.5
PS2,2003,tbd
PSV,2012,
PSV,2012,7.8
DS,2007,6.7
PS2,2004,4.3
Wii,2010,tbd
X360,2008,4.9
PS2,2007,
PSP,2008,5.4
Wii,2010,tbd
GB,1996,
PC,2012,8.2
PS3,2011,7.3
PS2,2002,5.9
PS,1998,
Wii,,tbd
DS,2006,
PS2,2002,tbd
PS,1997,
DS,2008,6.7
X360,2015,5.5
PS2,2003,9.2
X360,2010,
PS3,2014,
PS3,2013,7.9
X360,2014,4.1
DS,2010,tbd
PS2,2002,7
3DS,2016,
PS3,2011,
PS2,2008,
PSV,2015,7.6
GC,2004,
PSP,2013,
PS2,2005,8.4
GBA,2001,
Wii,2007,
N64,1997,
Wii,2010,tbd
GC,2003,
2600,1981,
2600,1982,
2600,1981,
PSP,2007,
Wii,2013,tbd
PSP,2011,
PSP,2006,7.8
Wii,2009,
XB,2004,7.3
3DS,2013,
PS2,2002,7
PS2,2004,tbd
PS2,2005,
PS2,2010,tbd
PSP,2005,8.5
Wii,2012,
Wii,2010,5.4
GC,2002,9.2
PS2,2008,tbd
PS3,2011,
GBA,2001,8.8
DS,2010,
PC,2012,5.6
DS,2008,tbd
PS2,2005,8
WiiU,2014,7.8
PS4,2015,
GC,2004,9
GBA,2004,7.8
GBA,2005,8.8
DS,2009,tbd
PSV,2014,8.4
2600,1981,
Wii,2011,3.1
SNES,1992,
DS,2008,tbd
PS3,2011,7.2
PS,1998,
PS4,2015,7
PS,1996,
3DS,2012,6.1
PSP,2008,
PS2,2004,8
Wii,2008,5.6
PS2,2002,6.3
PS2,2003,
Wii,2009,tbd
DS,2008,tbd
Wii,2008,tbd
GBA,2004,9
Wii,2006,7.8
PS3,2009,7.6
DS,2008,7.7
PS,1999,
3DS,2011,7.3
GBA,2004,
DS,2006,7
PS3,2012,5.2
DS,2006,7.9
GBA,2004,tbd
PSV,2013,
PS3,2010,5.4
GBA,2004,8.5
DS,2007,8
XB,2004,8.8
Wii,2008,6.3
GC,2002,5.6
N64,1996,
N64,2000,
N64,1999,
N64,2000,
N64,2000,
PC,2015,7.3
Wii,2009,
GC,2004,8.3
Wii,2008,tbd
PS2,2002,
PC,,8.5
PS3,2011,7.8
Wii,2010,tbd
DS,2008,
PS,1996,
DS,2007,tbd
DS,2007,5.6
Wii,2010,tbd
XB,2002,4.3
PSP,2007,7
DS,2008,5.8
PS,1998,
Wii,2009,tbd
XB,2004,7
DS,2008,tbd
PS,1998,
Wii,2011,
PS2,2004,7
GC,2001,5.6
PS2,2001,tbd
DC,2000,9
PS3,2009,7.9
